Id,Predicted
114982,294818.8004789878
95653,451538.6536332963
40303,386528.0492405279
109506,221301.54204623096
100149,364552.9188609321
7610,364875.69456296775
61101,342936.40231623343
68167,476105.5133689588
65701,391466.4243968674
56039,301405.2360643772
81919,371096.99519739655
99768,341036.9450833946
124053,600826.0822455363
3942,402809.6844738187
118904,492239.1579202161
30060,306067.6023652323
185729,512254.0271374514
46357,563614.8825262747
20662,299891.3547190572
102274,394296.00097789057
53369,263532.9255351556
9719,411884.1149828382
20145,333197.83752033324
159051,549534.8062961948
31481,326633.569268988
142247,318862.6960298593
29119,370621.6506713099
151448,362478.41796048207
60594,314024.5864119335
83400,406427.6188933051
40168,324596.49456712103
52407,308261.08843019325
127232,466369.8999731326
131188,332964.0465854976
952,286184.52951631893
166230,430940.09350371256
144844,354579.02631938376
33207,337207.78426212375
28355,603435.4093970604
179918,582589.4629597579
162451,572962.4375035719
19390,310025.2980322995
114861,414760.00149040297
132259,309212.6998077218
180033,721182.4682927092
97052,470027.6844327833
94224,338001.104888052
32295,393166.52364400926
171908,718721.6969684456
80236,383531.7683793013
156193,422476.00845836557
54494,366370.8560196725
174530,603140.8351244655
143835,285887.73912037467
26275,372231.22316594096
61627,714173.9477411723
49813,325578.6614904644
3466,460486.6124568654
117691,474061.24295384396
132738,455663.782765514
114211,519908.16578577925
116741,445679.2207886673
39246,431413.7985969904
150011,287252.021863349
182319,513396.4901623045
32441,358506.965765267
18842,401643.56196279643
99428,316622.7587113073
96435,337485.7494168276
134803,306853.20599847636
171636,542254.762195095
115944,475437.62126378156
149001,452504.27529099304
19084,418191.63708006666
178128,632742.3596583763
74818,318950.2863131387
49603,313239.7407090804
86262,559365.3438486303
14520,324358.8400362643
57209,656063.230456275
148575,519083.770501526
33,197847.43153394296
180401,578761.7810691323
87114,437900.10551662015
16450,381477.3055903925
28848,389381.3408682001
11519,319778.7154926763
7202,327382.03039815964
2843,313641.48948935047
156073,448982.8590831748
132217,401435.2437958091
140349,475104.026643965
34614,347211.8633042061
