Id,Predicted
114982,342471.70936158503
95653,506746.46043079207
40303,330536.10373769264
109506,286878.53524331417
100149,450866.23344171356
7610,331296.2198343652
61101,293782.49245424516
68167,444097.6131390563
65701,358831.16148808826
56039,259174.6035318807
81919,431996.29413855384
99768,426181.64357539365
124053,677732.5137830729
3942,364286.112600753
118904,520989.748291753
30060,373929.94595145766
185729,561618.5936286835
46357,719918.7418413208
20662,381133.5909655768
102274,481025.25092636666
53369,233419.16117998905
9719,379913.23435019626
20145,284632.26720617583
159051,615870.5961400454
31481,279833.6453045429
142247,405606.2390433773
29119,336547.13636941236
151448,453120.86955339357
60594,292836.128956668
83400,472601.4840869202
40168,308059.4404791905
52407,382689.1686793985
127232,482247.99166021287
131188,385167.9896301881
952,222853.9245346422
166230,469240.1632596948
144844,409123.3336450786
33207,294832.03159670235
28355,783058.3095109931
179918,651210.5210866672
162451,643944.2716755115
19390,296792.8084802327
114861,441716.25289246865
132259,406262.8531096452
180033,733258.8303199479
97052,480831.43013127823
94224,429174.4849421664
32295,456133.1005050938
171908,790554.2583968136
80236,496804.3455393812
156193,466249.23332767887
54494,326707.738497564
174530,628055.7417880227
143835,352116.13513783657
26275,326009.92377747566
61627,661710.5356643068
49813,282589.51443046343
3466,550900.576065147
117691,528645.9520226475
132738,575340.0118126712
114211,571601.4231819169
116741,503196.46712017345
39246,373334.2309586708
150011,380050.8003955852
182319,545032.6219842337
32441,343827.9075086351
18842,380662.63546587055
99428,390644.36827278795
96435,420524.1403151731
134803,405438.66303001164
171636,585073.3758495683
115944,509383.00033614563
149001,489380.2890462758
19084,362818.3393924072
178128,677145.6759473778
74818,378828.7527624591
49603,262585.5236620647
86262,694971.5558611144
14520,295036.9405699121
57209,750169.1952259179
148575,631040.9304243699
33,207554.4077968307
180401,621266.8960632976
87114,477098.06763589836
16450,357244.6002544488
28848,346454.41458553664
11519,281668.0913639008
7202,297314.3221706957
2843,288270.1823787172
156073,473666.72515103396
132217,438770.5233450538
140349,488950.6952565899
34614,329682.7169050865
135594,393719.47453053086
170933,676818.0779621793
62586,404503.84862022114
145868,386651.46113032516
15155,221333.958796677
61290,302295.9980374297
184569,582584.2866288493
169996,382261.13531298365
7026,372017.6534384982
128356,408347.14382156683
134501,455805.9917069883
163406,586104.9249534557
56796,393461.86244219705
174870,705451.0513540115
142554,505712.600518989
59547,269864.4103677024
143113,435261.1550030786
154091,469728.424156632
61191,544710.510239509
135899,430918.40170160454
172405,581795.5432302501
184121,577302.4806881864
1063,362181.2712261824
6348,318779.8218815343
79995,590308.8150377068
50573,344455.76938074414
79894,414137.50205331086
113553,419122.948684228
31931,373973.0976110489
86645,360495.1044847018
123780,339997.34257117705
142940,521043.3380687459
138987,531745.7827547934
41502,256872.29775991626
100104,581624.0763973732
83570,478620.3558371907
181648,643102.0024071666
68406,413830.8074671466
114567,367509.3658919421
5470,408358.2011371658
176926,793700.7721609053
173013,436615.26802692766
110219,426401.9177614192
52178,269860.12541184964
120569,458081.5096352936
132710,457081.73196057504
10478,364074.06896332826
100309,847589.0364888126
76446,365053.0242687567
140674,430838.09497223754
122786,553378.903977615
66214,410007.92306860763
120240,335227.2391926359
113802,376591.8151070207
169747,482874.806740848
45819,372377.62862871506
36170,317787.8251084739
84049,464090.88753634813
104675,328091.3871375797
66165,774771.0552462684
92499,384579.2515116947
107783,521669.1340063409
148441,482156.73858825385
12344,270696.9826003405
93256,526674.9745244832
48139,417056.50149541267
101908,381120.77460298245
134084,457233.38118838245
17216,305857.61275810486
185201,624950.3055167736
185016,639453.3899655517
25318,374536.0776302038
65253,320033.39068706724
57696,268051.9754198199
30939,328983.83310489607
128338,413924.55633673345
104156,454721.3402798519
41455,371991.8676297206
126390,384809.00245778664
165803,465942.8691860975
108253,390992.6681069796
15221,220067.946963362
129322,327701.6955446393
86142,617759.3551133609
150957,474804.1969537211
97028,402749.18070507963
3219,345752.8419715092
172533,481548.8989575328
147313,430091.3904500399
168865,424848.51063709176
138278,488239.3398851041
82280,335594.87258815154
4380,328021.02194495715
4327,569057.2804280014
109861,384852.509524074
45273,445525.5193105896
102888,749760.83488392
77664,468411.34197529336
58355,284416.2837034835
91308,275073.5077949479
169692,493945.815390058
154931,471825.4560449225
123897,472215.501774757
43550,414311.4358141861
94084,377202.77732898155
63629,328464.496147027
163153,438662.36254475417
165076,586674.6229526084
55701,318606.3998388792
19310,339807.16356748185
18205,333496.0052159441
59608,522472.9569309321
60785,514574.57368921826
51513,350649.53968459467
145397,446257.6068683931
101693,383274.0644862474
164688,484474.86130455823
82863,356702.9797451134
1754,315133.56621347804
5376,393623.50484603643
130074,458675.31556009065
102843,684709.451696872
29760,353299.41043625725
130642,400714.0235731797
31347,407319.23232983047
24205,295388.60477613466
165100,459651.04426830047
81514,443877.6581817508
116369,532311.8093911224
84639,357964.496048523
97982,462232.47473124345
91083,756444.898520956
149132,577896.5204428805
41826,381956.04909908475
52033,243541.50121572785
21665,306745.25366891397
62257,272870.4692467719
10102,354229.6160469056
23904,334890.39672004635
179693,934567.1441040592
144227,732960.0732097967
120211,357640.1066223075
173440,422166.40851432894
46749,374222.23300892406
96942,553678.2862948339
183177,510883.9495711984
35398,327615.50070285256
30263,292199.6525240272
48194,363888.12693123304
129424,485782.29958113795
110123,379225.57950267463
60370,492344.10095219815
33837,414546.4077314018
108049,481246.42237040045
78656,462168.4914560753
7172,309237.0836372364
66304,417553.1977425519
78058,385594.60665304994
176324,686163.1522705493
165880,505950.5461707278
93902,346677.0168882939
116039,368345.2685738041
151166,460720.2904036556
40210,295576.4216115384
98367,330147.1438191403
160925,475479.2560322484
104371,515576.21346081496
78415,669346.9791620545
83660,549831.4617942991
121434,505162.6527195335
78336,614848.8850133471
52510,402399.4571809315
64261,368801.3611426774
97749,475406.442342698
172084,455090.0410369592
52569,308829.86083802086
57400,423076.27346614347
169875,531943.9638697777
58398,402374.56652925623
183622,587919.6411129005
48753,517031.3789221088
130190,562885.7349869327
108466,351833.08085453743
157786,547063.5779487442
95190,346058.18775157625
87452,462102.8055584982
142203,484697.78643430286
130773,593570.0133600046
168853,451246.0348347874
64684,364746.9996519799
57446,324665.5798490298
153747,393276.8572412403
159666,446414.33420471504
71555,399856.67374536814
134319,798337.4374939025
93943,431558.1967193272
109872,507042.68629269605
177223,643247.6795430927
93784,550073.8503056014
6380,302306.55793844996
132297,388535.6419328058
125110,487088.8551855992
36843,351564.51583517477
121955,380304.4744688036
82973,514476.76829316164
103986,386041.46412353264
97824,420295.8146129204
